Tournament,Date,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Watson H.,Kontaveit A.,Kontaveit A.,122,20,531,2335,3.0,1.4,5-7 1-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Golubic V.,Putintseva Y.,Golubic V.,81,39,723,1355,3.0,1.4,6-4 7-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Kenin S.,Yastremska D.,Yastremska D.,28,35,1895,1504,1.57,2.37,5-7 6-4 3-6
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Halep S.,Buzarnescu M.,Halep S.,7,53,4063,1106,1.14,5.5,6-3 4-6 6-2
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Wickmayer Y.,Zhang S.,Zhang S.,148,50,394,1145,2.3,1.61,3-6 2-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Wozniacki C.,Kudermetova V.,Wozniacki C.,19,59,2418,994,1.53,2.5,7-6 6-3 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Potapova A.,Martic P.,Martic P.,71,24,815,2105,4.33,1.22,6-3 3-6 4-6
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Collins D.,Sevastova A.,Collins D.,34,12,1518,3296,3.75,1.28,4-6 6-4 6-3
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Keys M.,Hercog P.,Hercog P.,16,60,2615,989,1.22,4.33,2-6 4-6 
Wimbledon,2019-07-03 00:00:00,Outdoor,Grass,2nd Round,3,Gauff C.,Rybarikova M.,Gauff C.,313,139,148,423,2.2,1.66,6-3 6-3 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Van Uytvanck A.,Barty A.,Barty A.,58,1,1030,6495,9.0,1.07,1-6 3-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Dart H.,Haddad Maia B.,Dart H.,182,121,325,531,3.0,1.4,7-6 3-6 6-1
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Wang Yaf.,Stephens S.,Stephens S.,57,9,1038,3682,3.2,1.36,0-6 2-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Wang Q.,Zidansek T.,Wang Q.,15,61,2752,950,1.3,3.5,6-1 6-2 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Siegemund L.,Strycova B.,Strycova B.,82,54,718,1100,4.5,1.2,3-6 5-7 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Riske A.,Jorovic I.,Riske A.,55,99,1077,626,1.12,6.0,6-2 6-7 9-7
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Mladenovic K.,Kvitova P.,Kvitova P.,48,6,1155,4555,3.75,1.28,5-7 2-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Suarez Navarro C.,Parmentier P.,Suarez Navarro C.,31,88,1732,699,1.25,4.0,7-6 7-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Niculescu M.,Mertens E.,Mertens E.,111,21,556,2195,4.33,1.22,5-7 0-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Bertens K.,Townsend T.,Bertens K.,4,123,5430,530,1.08,8.0,3-6 7-6 6-2
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Kerber A.,Davis L.,Davis L.,5,95,4805,665,1.07,9.0,6-2 2-6 1-6
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Konta J.,Siniakova K.,Konta J.,18,38,2430,1387,1.3,3.5,6-3 6-4 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Flink V.,Goerges J.,Goerges J.,141,17,419,2605,6.0,1.12,1-6 4-6 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Linette M.,Anisimova A.,Linette M.,75,26,785,1949,4.33,1.22,6-4 7-5 
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Juvan K.,Williams S.,Williams S.,133,10,464,3411,6.5,1.11,6-2 2-6 4-6
Wimbledon,2019-07-04 00:00:00,Outdoor,Grass,2nd Round,3,Bencic B.,Kanepi K.,Bencic B.,13,76,3073,775,1.22,4.33,6-3 6-1 
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Sakkari M.,Svitolina E.,Svitolina E.,32,8,1670,3868,1.66,2.2,3-6 7-6 2-6
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Zhang S.,Wozniacki C.,Zhang S.,50,19,1145,2418,3.5,1.3,6-4 6-2 
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Hsieh S.W.,Pliskova Ka.,Pliskova Ka.,29,3,1885,6055,5.0,1.16,3-6 6-2 4-6
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Yastremska D.,Golubic V.,Yastremska D.,35,81,1504,723,1.22,4.33,7-5 6-3 
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Kontaveit A.,Muchova K.,Muchova K.,20,68,2335,838,1.57,2.37,6-7 3-6 
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Martic P.,Collins D.,Martic P.,24,34,2105,1518,1.44,2.75,6-4 3-6 6-4
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Azarenka V.,Halep S.,Halep S.,40,7,1320,4063,2.0,1.8,3-6 1-6 
Wimbledon,2019-07-05 00:00:00,Outdoor,Grass,3rd Round,3,Gauff C.,Hercog P.,Gauff C.,313,60,148,989,1.57,2.37,3-6 7-6 7-5
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Linette M.,Kvitova P.,Kvitova P.,75,6,785,4555,5.5,1.14,3-6 2-6 
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Mertens E.,Wang Q.,Mertens E.,21,15,2195,2752,1.66,2.2,6-2 6-7 6-4
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Bencic B.,Riske A.,Riske A.,13,55,3073,1077,1.44,2.75,6-4 4-6 4-6
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Suarez Navarro C.,Davis L.,Suarez Navarro C.,31,95,1732,665,1.72,2.1,6-3 6-3 
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Goerges J.,Williams S.,Williams S.,17,10,2605,3411,2.62,1.5,3-6 4-6 
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Barty A.,Dart H.,Barty A.,1,182,6495,325,1.04,13.0,6-1 6-1 
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Bertens K.,Strycova B.,Strycova B.,4,54,5430,1100,1.53,2.5,5-7 1-6 
Wimbledon,2019-07-06 00:00:00,Outdoor,Grass,3rd Round,3,Konta J.,Stephens S.,Konta J.,18,9,2430,3682,1.5,2.62,3-6 6-4 6-1
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Martic P.,Svitolina E.,Svitolina E.,24,8,2105,3868,2.0,1.8,4-6 2-6 
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Riske A.,Barty A.,Riske A.,55,1,1077,6495,6.0,1.12,3-6 6-2 6-3
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Mertens E.,Strycova B.,Strycova B.,21,54,2195,1100,1.8,2.0,6-4 5-7 2-6
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Zhang S.,Yastremska D.,Zhang S.,50,35,1145,1504,2.5,1.53,6-4 1-6 6-2
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Pliskova Ka.,Muchova K.,Muchova K.,3,68,6055,838,1.12,6.0,6-4 5-7 11-13
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Williams S.,Suarez Navarro C.,Williams S.,10,31,3411,1732,1.12,6.0,6-2 6-2 
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Gauff C.,Halep S.,Halep S.,313,7,148,4063,5.0,1.16,3-6 3-6 
Wimbledon,2019-07-08 00:00:00,Outdoor,Grass,4th Round,3,Konta J.,Kvitova P.,Konta J.,18,6,2430,4555,2.5,1.53,4-6 6-2 6-4
Wimbledon,2019-07-09 00:00:00,Outdoor,Grass,Quarterfinals,3,Zhang S.,Halep S.,Halep S.,50,7,1145,4063,4.5,1.2,6-7 1-6 
Wimbledon,2019-07-09 00:00:00,Outdoor,Grass,Quarterfinals,3,Williams S.,Riske A.,Williams S.,10,55,3411,1077,1.25,4.0,6-4 4-6 6-3
Wimbledon,2019-07-09 00:00:00,Outdoor,Grass,Quarterfinals,3,Muchova K.,Svitolina E.,Svitolina E.,68,8,838,3868,2.75,1.44,5-7 4-6 
Wimbledon,2019-07-09 00:00:00,Outdoor,Grass,Quarterfinals,3,Strycova B.,Konta J.,Strycova B.,54,18,1100,2430,3.2,1.36,7-6 6-1 
Wimbledon,2019-07-11 00:00:00,Outdoor,Grass,Semifinals,3,Svitolina E.,Halep S.,Halep S.,8,7,3868,4063,3.0,1.4,1-6 3-6 
Wimbledon,2019-07-11 00:00:00,Outdoor,Grass,Semifinals,3,Williams S.,Strycova B.,Williams S.,10,54,3411,1100,1.22,4.33,6-1 6-2 
Wimbledon,2019-07-13 00:00:00,Outdoor,Grass,The Final,3,Williams S.,Halep S.,Halep S.,10,7,3411,4063,1.54,2.65,2-6 2-6 
Bucharest Open,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Kuzmova V.,Jakupovic D.,Kuzmova V.,54,145,1075,403,1.18,4.5,6-2 6-2 
Bucharest Open,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Flink V.,Bolsova A.,Bolsova A.,122,88,519,673,2.2,1.61,3-6 2-6 
Bucharest Open,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Siegemund L.,Kalinina A.,Siegemund L.,77,137,740,465,1.44,2.62,4-6 6-3 6-4
Bucharest Open,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Badosa P.,Rybakina E.,Rybakina E.,116,106,535,594,2.37,1.53,5-7 6-7 
Bucharest Open,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Bonaventure Y.,Mrdeza T.,Bonaventure Y.,114,187,552,320,1.61,2.2,6-3 7-5 
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Rus A.,Kudermetova V.,Kudermetova V.,128,56,496,1044,2.62,1.44,2-6 4-6 
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Pliskova Kr.,Cadantu A.,Pliskova Kr.,92,214,666,268,1.22,4.0,7-5 6-1 
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Shinikova I.,Juvan K.,Juvan K.,232,111,246,565,5.0,1.16,7-5 1-6 1-6
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Cristian J.,Cirstea S.,Cristian J.,210,81,275,709,3.0,1.36,6-4 4-6 6-2
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Bara I.,Fourlis J.,Fourlis J.,184,284,324,175,1.83,1.83,3-6 6-7 
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Arruabarrena L.,Xu S.,Arruabarrena L.,165,221,362,259,1.36,3.0,7-5 6-7 7-5
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Krunic A.,Begu I.,Begu I.,101,112,606,564,2.2,1.61,5-7 1-6 
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Sevastova A.,Bogdan A.,Sevastova A.,11,127,3356,498,1.33,3.25,5-7 7-6 7-5
Bucharest Open,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Ruse E.G.,Krejcikova B.,Krejcikova B.,178,132,332,481,2.62,1.44,3-6 6-0 2-6
Bucharest Open,2019-07-17 00:00:00,Outdoor,Clay,1st Round,3,Di Giuseppe M.,Lepchenko V.,Di Giuseppe M.,211,117,274,531,2.0,1.72,3-6 6-1 7-6
Bucharest Open,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Juvan K.,Begu I.,Begu I.,111,112,565,564,1.53,2.37,4-6 3-6 
Bucharest Open,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Siegemund L.,Arruabarrena L.,Siegemund L.,77,165,740,362,1.33,3.25,7-5 6-3 
Bucharest Open,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Bonaventure Y.,Pliskova Kr.,Pliskova Kr.,114,92,552,666,2.2,1.61,0-6 2-6 
Bucharest Open,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Kuzmova V.,Fourlis J.,Kuzmova V.,54,284,1075,175,1.25,3.75,7-5 6-2 
Bucharest Open,2019-07-18 00:00:00,Outdoor,Clay,2nd Round,3,Cristian J.,Rybakina E.,Rybakina E.,210,106,275,594,3.0,1.36,1-6 0-6 
Bucharest Open,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Rybakina E.,Kuzmova V.,Rybakina E.,106,54,594,1075,2.1,1.72,7-6 6-3 
Bucharest Open,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Begu I.,Siegemund L.,Siegemund L.,112,77,564,740,1.61,2.3,5-7 2-6 
Bucharest Open,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Di Giuseppe M.,Krejcikova B.,Di Giuseppe M.,211,132,274,481,4.0,1.25,6-4 6-4 
Bucharest Open,2019-07-20 00:00:00,Outdoor,Clay,Semifinals,3,Di Giuseppe M.,Rybakina E.,Rybakina E.,211,106,274,594,3.4,1.33,3-6 2-6 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Ferro F.,Barthel M.,Ferro F.,98,97,629,633,1.83,1.83,7-6 6-2 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Gatto-Monticone G.,Pera B.,Pera B.,149,85,399,689,2.62,1.44,0-6 3-6 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Paolini J.,Sugnaux T.,Paolini J.,154,478,384,59,1.1,7.0,6-3 6-3 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Kucova K.,Potapova A.,Potapova A.,148,69,399,818,2.5,1.5,3-6 1-6 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Gavrilova D.,In-Albon Y.,Gavrilova D.,91,191,671,313,1.3,3.4,7-5 4-6 6-3
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Gracheva V.,Han X.,Han X.,212,182,270,326,1.28,3.5,4-6 6-7 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Garcia C.,Lottner A.,Garcia C.,22,190,2105,315,1.28,3.5,6-2 6-3 
Ladies Open Lausanne,2019-07-15 00:00:00,Outdoor,Clay,1st Round,3,Bouchard E.,Korpatsch T.,Korpatsch T.,95,142,652,422,2.0,1.72,6-2 4-6 5-7
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Kiick A.,Maria T.,Kiick A.,139,70,452,796,1.83,1.83,6-1 6-0 
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Parmentier P.,Samsonova L.,Samsonova L.,75,147,759,402,1.53,2.37,0-6 6-3 3-6
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Stosur S.,Haas B.,Stosur S.,134,170,473,358,1.33,3.25,4-6 7-5 6-3
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Perrin C.,Vikhlyantseva N.,Vikhlyantseva N.,171,100,357,608,3.0,1.36,6-7 6-4 3-6
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Cornet A.,Trevisan M.,Cornet A.,48,151,1140,390,1.22,4.0,6-4 6-4 
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Voegele S.,Buzarnescu M.,Buzarnescu M.,113,55,557,1046,2.5,1.5,6-1 1-6 0-6
Ladies Open Lausanne,2019-07-16 00:00:00,Outdoor,Clay,1st Round,3,Teichmann J.,Bacsinszky T.,Teichmann J.,90,84,672,694,2.1,1.66,6-2 5-7 6-1
Ladies Open Lausanne,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Samsonova L.,Han X.,Han X.,147,182,402,326,1.36,3.0,5-7 4-6 
Ladies Open Lausanne,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Vikhlyantseva N.,Gavrilova D.,Vikhlyantseva N.,100,91,608,671,1.57,2.25,6-3 6-2 
Ladies Open Lausanne,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Garcia C.,Pera B.,Pera B.,22,85,2105,689,1.5,2.5,2-6 4-6 
Ladies Open Lausanne,2019-07-17 00:00:00,Outdoor,Clay,2nd Round,3,Cornet A.,Paolini J.,Cornet A.,48,154,1140,384,1.28,3.5,6-1 6-1 
Ladies Open Lausanne,2019-07-18 00:00:00,Outdoor,Clay,2nd Round,3,Buzarnescu M.,Ferro F.,Ferro F.,55,98,1046,629,1.4,2.75,6-1 6-7 5-7
Ladies Open Lausanne,2019-07-18 00:00:00,Outdoor,Clay,2nd Round,3,Korpatsch T.,Potapova A.,Korpatsch T.,142,69,422,818,4.0,1.22,6-3 3-6 6-1
Ladies Open Lausanne,2019-07-18 00:00:00,Outdoor,Clay,2nd Round,3,Kiick A.,Stosur S.,Stosur S.,139,134,452,473,2.1,1.66,3-6 5-7 
Ladies Open Lausanne,2019-07-18 00:00:00,Outdoor,Clay,2nd Round,3,Teichmann J.,Waltert S.,Teichmann J.,90,562,672,34,1.14,5.5,6-3 6-3 
Ladies Open Lausanne,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Han X.,Pera B.,Pera B.,182,85,326,689,6.5,1.11,0-6 7-5 3-6
Ladies Open Lausanne,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Ferro F.,Stosur S.,Ferro F.,98,134,629,473,2.37,1.57,6-4 6-2 
Ladies Open Lausanne,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Vikhlyantseva N.,Cornet A.,Cornet A.,100,48,608,1140,2.62,1.5,6-4 1-6 3-6
Ladies Open Lausanne,2019-07-19 00:00:00,Outdoor,Clay,Quarterfinals,3,Korpatsch T.,Teichmann J.,Korpatsch T.,142,90,422,672,3.2,1.36,3-6 6-0 6-1
Ladies Open Lausanne,2019-07-20 00:00:00,Outdoor,Clay,Semifinals,3,Pera B.,Ferro F.,Ferro F.,85,98,689,629,1.57,2.37,1-6 4-6 
Ladies Open Lausanne,2019-07-20 00:00:00,Outdoor,Clay,Semifinals,3,Cornet A.,Korpatsch T.,Cornet A.,48,142,1140,422,1.36,3.2,6-3 6-4 
Ladies Open Lausanne,2019-07-21 00:00:00,Outdoor,Clay,The Final,3,Cornet A.,Ferro F.,Ferro F.,48,98,1140,629,1.53,2.5,1-6 6-2 1-6
Baltic Open,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Jakupovic D.,Bogdan A.,Jakupovic D.,147,126,403,498,4.0,1.22,6-3 7-6 
Baltic Open,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Rakhimova K.,Marcinkevica D.,Marcinkevica D.,310,223,153,259,1.9,1.8,4-6 3-6 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Ivakhnenko V.,Cirstea S.,Ivakhnenko V.,228,96,256,651,2.62,1.44,6-0 6-4 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Pliskova Kr.,Garcia C.,Garcia C.,85,22,708,2105,2.62,1.44,3-6 7-6 6-7
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Kawa K.,Bonaventure Y.,Kawa K.,194,109,307,574,1.9,1.8,2-6 6-4 6-1
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Raina A.,Tig P.M.,Tig P.M.,191,264,309,200,3.4,1.3,2-6 1-6 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Paquet C.,Eraydin B.,Paquet C.,156,205,379,292,2.0,1.72,6-3 7-5 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Maria T.,Fett J.,Fett J.,71,316,796,147,1.4,2.75,4-6 6-1 4-6
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Kalinina A.,Siniakova K.,Kalinina A.,139,41,453,1316,3.0,1.36,4-6 6-4 6-1
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Sasnovich A.,Stojanovic N.,Stojanovic N.,42,209,1260,289,1.44,2.62,6-4 3-6 4-6
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Rybakina E.,Han X.,Rybakina E.,65,154,864,385,1.16,5.0,6-1 6-2 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Flink V.,Sevastova A.,Sevastova A.,128,11,487,3136,4.0,1.22,2-6 1-6 
Baltic Open,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Pera B.,Ostapenko J.,Pera B.,74,83,786,716,1.72,2.0,6-2 6-1 
Baltic Open,2019-07-24 00:00:00,Outdoor,Clay,1st Round,3,Haas B.,Potapova A.,Potapova A.,164,64,364,865,2.62,1.44,2-6 3-6 
Baltic Open,2019-07-24 00:00:00,Outdoor,Clay,2nd Round,3,Tig P.M.,Kalinina A.,Tig P.M.,264,139,200,453,1.72,2.0,6-4 6-4 
Baltic Open,2019-07-24 00:00:00,Outdoor,Clay,2nd Round,3,Garcia C.,Paquet C.,Paquet C.,22,156,2105,379,1.1,7.0,6-4 4-6 3-6
Baltic Open,2019-07-24 00:00:00,Outdoor,Clay,2nd Round,3,Sevastova A.,Jakupovic D.,Sevastova A.,11,147,3136,403,1.12,6.0,6-7 6-2 6-4
Baltic Open,2019-07-24 00:00:00,Outdoor,Clay,2nd Round,3,Fett J.,Kawa K.,Kawa K.,316,194,147,307,2.75,1.4,3-6 0-6 
Baltic Open,2019-07-25 00:00:00,Outdoor,Clay,2nd Round,3,Potapova A.,Marcinkevica D.,Potapova A.,64,223,865,259,1.12,6.0,6-1 4-6 6-2
Baltic Open,2019-07-25 00:00:00,Outdoor,Clay,2nd Round,3,Ivakhnenko V.,Bara I.,Bara I.,228,213,256,281,1.72,2.0,6-7 6-3 1-6
Baltic Open,2019-07-25 00:00:00,Outdoor,Clay,2nd Round,3,Stojanovic N.,Ormaechea P.,Stojanovic N.,209,183,289,327,1.53,2.37,6-0 6-3 
Baltic Open,2019-07-25 00:00:00,Outdoor,Clay,2nd Round,3,Rybakina E.,Pera B.,Pera B.,65,74,864,786,1.72,2.0,6-4 0-6 2-6
Baltic Open,2019-07-26 00:00:00,Outdoor,Clay,Quarterfinals,3,Potapova A.,Tig P.M.,Potapova A.,64,264,865,200,1.57,2.37,6-4 0-6 6-4
Baltic Open,2019-07-26 00:00:00,Outdoor,Clay,Quarterfinals,3,Paquet C.,Kawa K.,Kawa K.,156,194,379,307,2.75,1.44,2-6 2-6 
Baltic Open,2019-07-26 00:00:00,Outdoor,Clay,Quarterfinals,3,Sevastova A.,Bara I.,Sevastova A.,11,213,3136,281,1.11,6.5,7-6 6-2 
Baltic Open,2019-07-26 00:00:00,Outdoor,Clay,Quarterfinals,3,Stojanovic N.,Pera B.,Pera B.,209,74,289,786,3.0,1.4,6-4 4-6 3-6
Baltic Open,2019-07-27 00:00:00,Outdoor,Clay,Semifinals,3,Kawa K.,Pera B.,Kawa K.,194,74,307,786,2.75,1.44,6-2 6-3 
Baltic Open,2019-07-27 00:00:00,Outdoor,Clay,Semifinals,3,Potapova A.,Sevastova A.,Sevastova A.,64,11,865,3136,2.5,1.53,4-6 2-6 
Baltic Open,2019-07-28 00:00:00,Outdoor,Clay,The Final,3,Sevastova A.,Kawa K.,Sevastova A.,11,194,3136,307,1.22,4.33,3-6 7-5 6-4
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Arruabarrena L.,Zidansek T.,Zidansek T.,152,56,391,990,2.75,1.4,2-6 3-6 
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Rus A.,Hesse A.,Rus A.,130,259,481,210,1.36,3.0,6-1 6-3 
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Parmentier P.,Badosa P.,Badosa P.,80,119,750,530,2.1,1.66,4-6 6-7 
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Ce G.,Garcia Perez G.,Ce G.,292,163,170,335,1.83,1.99,6-4 1-6 7-6
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Pieri J.,Krunic A.,Krunic A.,354,103,120,606,4.33,1.2,2-6 3-6 
Internazionali Femminili di Palermo,2019-07-22 00:00:00,Outdoor,Clay,1st Round,3,Samsonova L.,Fourlis J.,Samsonova L.,144,249,424,222,1.9,1.8,6-3 6-4 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Sorribes Tormo S.,Ferro F.,Ferro F.,98,75,643,779,1.8,1.9,4-6 5-7 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Friedsam A.L.,Voegele S.,Friedsam A.L.,280,112,182,557,1.57,2.25,6-2 7-6 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Siegemund L.,Paolini J.,Paolini J.,72,142,790,430,1.4,2.75,1-6 4-6 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Stollar F.,Errani S.,Stollar F.,224,237,258,241,2.19,1.62,6-1 3-6 6-4
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Mrdeza T.,Begu I.,Begu I.,210,100,286,623,3.4,1.3,5-7 2-6 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Teichmann J.,Gavrilova D.,Teichmann J.,82,87,730,700,1.53,2.37,7-6 7-5 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Cocciaretto E.,Kuzmova V.,Kuzmova V.,507,49,49,1105,5.0,1.16,4-6 6-3 3-6
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Bertens K.,Gorgodze E.,Bertens K.,5,193,5130,307,1.04,13.0,6-0 6-1 
Internazionali Femminili di Palermo,2019-07-23 00:00:00,Outdoor,Clay,1st Round,3,Trevisan M.,Cornet A.,Cornet A.,157,53,378,1040,3.4,1.3,7-6 4-6 1-6
